DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,,
6/8/2008,WEST,37659,35316,33570,31906,31148,30855,30507,31757,34864,38624,41763,44482,46572,47194,46721,46505,47009,48006,48356,47901,47165,47515,45914,42414,,983725
6/9/2008,WEST,38768,36329,34632,33675,33456,34569,36311,39901,43452,46528,49215,51086,52343,53046,53263,53059,52836,52110,51055,49462,48132,47885,45304,41378,,1077793
6/10/2008,WEST,38092,35759,34027,33102,32710,33683,35601,38085,40562,42622,44669,46206,47363,48461,48961,49264,49184,48682,47769,46237,45043,44504,42533,38983,,1012102
6/11/2008,WEST,35781,33722,32075,31232,30972,31698,33215,36093,39188,41723,43807,45639,47107,48354,49304,49983,50280,50046,49071,47545,46094,45635,43677,39948,,1002191
6/12/2008,WEST,36468,34203,32693,31955,31715,32731,34462,37394,40314,43001,45515,47772,50095,52231,53738,54553,54963,54927,53933,52437,51102,50762,48528,44701,,1070195
6/13/2008,WEST,41091,38576,36381,34793,34119,34641,36241,39041,41817,44227,46774,48788,49895,50793,51259,50956,50628,49749,48156,46482,44983,44418,42355,38928,,1045092
6/14/2008,WEST,35906,33543,31963,30863,30268,30363,30350,31813,34362,36854,39005,40478,41213,41759,41983,42000,42248,42249,41753,40787,39683,39399,38099,35451,,892394
6/15/2008,WEST,32650,30707,29175,28394,27881,27716,27339,28438,30577,32540,34115,35766,37235,38667,39877,40805,41445,41834,41489,40925,39905,39870,38767,36050,,842167
6/16/2008,WEST,33545,31676,30324,29797,29697,30787,32373,35239,38070,40445,42288,43614,44276,44735,45003,44824,44278,43971,43089,41536,40341,40045,38421,35433,,923808
6/17/2008,WEST,32674,30806,29669,28967,28821,29849,31507,33944,36166,37806,38975,39772,40244,40506,40661,40796,40862,40380,39728,38933,38226,38525,37121,34292,,869233
6/18/2008,WEST,31585,29892,28872,28576,28602,29584,31190,33560,35576,37158,38516,39489,40103,40541,40670,40565,40400,39862,39232,38272,37555,37719,36579,33739,,857837
6/19/2008,WEST,31368,29701,28581,28208,28413,29456,31018,33287,35429,37182,38512,39527,40216,40807,41276,41412,41684,41535,41134,40306,39490,39450,38173,35099,,871264
6/20/2008,WEST,32272,30549,29509,28926,28865,29921,31239,33802,36165,37725,39247,40504,41319,41876,42321,42857,43120,42908,41983,40557,39369,39467,38183,35413,,888096
6/21/2008,WEST,32595,30499,29369,28567,28332,28363,28368,29659,32102,34413,36119,37366,38480,39282,39547,39638,40006,40100,39240,38266,37331,37039,35940,33539,,834159
6/22/2008,WEST,31054,29104,27979,27132,26628,26688,26233,27182,29058,31310,33063,34861,36237,36978,37383,37541,37695,37805,37338,36317,35557,35675,34871,32817,,786506
6/23/2008,WEST,30616,29205,28462,28014,28164,29258,31130,33826,36530,38622,40374,41655,42574,43243,43631,43425,43218,42956,42131,40929,39812,39630,38217,35162,,890786
6/24/2008,WEST,32291,30472,29401,28637,28715,29668,31379,34025,36331,38364,40260,41569,42585,43386,44073,44557,45074,45133,44556,43357,42159,42159,40554,37390,,916094
6/25/2008,WEST,34201,32118,30860,30009,30104,31015,32807,35424,37779,39671,41431,42923,43974,44950,45649,46099,46400,46468,46333,45503,44542,44358,42703,39401,,954723
6/26/2008,WEST,36383,34127,32684,31776,31827,32945,34887,37456,40271,42676,45282,47746,50022,51724,53203,53690,53899,53473,52214,50735,49079,48140,45761,42026,,1052025
6/27/2008,WEST,38680,36101,34473,33278,32944,33609,35146,37657,40439,43170,45406,47009,48076,49034,50067,50813,50311,49512,48270,46772,45542,45317,43541,40426,,1025591
6/28/2008,WEST,37337,34956,33311,32234,31642,31699,31682,32940,35556,38170,40540,42332,43258,43815,44135,44494,44203,43328,42243,40742,39041,38175,37019,34717,,917568
6/29/2008,WEST,32373,30552,29319,28620,27954,28014,27852,28503,30373,32459,34191,35546,36897,37376,37694,37613,37614,37631,37390,36659,36074,36292,35427,33247,,805671
6/30/2008,WEST,30993,29436,28565,28182,28342,29481,31087,33407,35780,37729,39178,40246,40742,41193,41407,41282,41062,40574,39890,38883,38071,38005,36706,33874,,864115
7/1/2008,WEST,31266,29518,28614,27914,27947,28857,30202,32558,34714,36703,38293,39640,40495,41443,42109,42767,43300,43576,43234,42291,41145,40974,39488,36438,,883486
7/2/2008,WEST,33071,31108,29804,29049,28709,29726,31136,33494,35955,38266,40473,42396,44212,45656,47034,47683,48328,48149,47005,45219,43931,43695,41808,38630,,944540
7/3/2008,WEST,34873,32363,30950,29979,29793,30528,32086,33938,36039,37935,39637,40645,41242,41476,41626,41500,41094,40612,39764,38321,37320,37005,35676,33119,,877522
7/4/2008,WEST,30575,28765,27749,27007,26675,26765,26659,27044,28662,30365,32022,33111,33766,33840,33903,33889,33827,33746,33244,32605,32058,31984,31516,30675,,740451
7/5/2008,WEST,29071,27555,26677,25907,25739,25796,25750,26609,28560,30807,32874,34432,35376,36267,36892,37481,38195,38525,38435,37718,36755,36445,35566,33372,,780804
7/6/2008,WEST,30952,29106,27891,27031,26611,26538,26072,26885,28961,31399,33810,35935,37979,39457,40562,41563,42520,43175,43021,42547,41955,42162,41086,38582,,845801
7/7/2008,WEST,35956,33911,32572,31659,31678,32632,34334,37219,40318,42857,45281,47355,48909,50169,50864,51353,51879,52180,52127,50925,49442,49001,46869,43170,,1042660
7/8/2008,WEST,39555,36928,34928,33703,33177,34236,36024,38665,41262,43994,46408,48818,50676,52051,52838,53183,53124,52648,51244,49567,48245,47488,45477,41849,,1066091
7/9/2008,WEST,38613,36293,34547,33517,33093,33865,35601,38002,40416,42429,44022,45528,46692,47827,48678,49207,49512,49465,48898,47548,45816,45223,43374,39803,,1017972
7/10/2008,WEST,36489,34245,32803,31717,31423,32292,33825,36519,39297,41756,43965,45805,47072,48064,48767,48784,48635,48321,47456,46087,44486,44109,41839,38422,,992178
7/11/2008,WEST,35069,32986,31619,30683,30448,31536,33159,35590,38011,40372,42888,45399,47424,48962,50052,51051,51917,52367,51993,50533,48771,47754,45632,42213,,1016428
7/12/2008,WEST,38718,35941,34184,32931,32233,32242,32151,33507,35865,38449,40982,43062,44556,45671,46487,46997,47317,47428,46512,44914,43474,42862,41133,38463,,966080
7/13/2008,WEST,35573,33331,31637,30542,29828,29665,29257,30098,32240,34628,36488,37921,39067,39703,40206,40611,40945,41114,40934,40254,39106,38992,38297,35943,,866380
7/14/2008,WEST,33263,31752,30350,29684,29674,30819,32577,35170,38135,40794,43002,44666,45946,46905,47705,48172,48633,48689,48090,46940,45234,44560,42698,39073,,972532
7/15/2008,WEST,35586,33326,31792,30866,30624,31472,33062,35600,38546,41242,43924,46449,48483,50146,51631,52643,53501,53655,53242,51765,49987,49166,46667,42554,,1035926
7/16/2008,WEST,39072,36391,34459,33307,32929,33790,35348,37992,41198,44097,47041,49872,52178,54242,55476,56376,56788,56710,55701,53904,51379,50261,47340,43275,,1099125
7/17/2008,WEST,39628,37151,35264,34221,33949,34861,36624,39374,42641,45965,49127,52085,54192,55812,56856,57657,57881,57710,56852,55061,53047,52204,49466,45193,,1132819
7/18/2008,WEST,41219,38500,36523,35239,34579,35349,36944,39402,42558,45670,48641,51338,53236,54639,55356,55727,56013,55591,54216,52035,50123,49485,47008,43260,,1112651
7/19/2008,WEST,39803,37143,35280,34103,33149,33074,33005,33969,36352,39142,41608,43846,45395,46495,47008,47439,47789,48104,47379,46411,45119,44537,42762,39924,,988836
7/20/2008,WEST,37084,34800,33376,32182,31530,31076,30927,31437,33965,36724,39198,41880,44272,46050,47188,47821,48490,48941,48758,47680,46362,45877,44138,41349,,971106
7/21/2008,WEST,38159,36152,34734,33892,33686,34763,36565,39036,41947,45132,47344,49311,51162,52467,53634,54616,55126,54947,53899,52293,50113,49145,46312,42347,,1086783
7/22/2008,WEST,38814,36414,34811,33659,33251,34105,35887,38232,40630,42921,44937,46863,48455,49727,50653,51078,51404,51205,50136,48054,46323,45505,43156,39711,,1035930
7/23/2008,WEST,36645,34316,32874,32060,31631,32660,34455,36556,38745,40682,42495,43791,44873,45476,46040,46385,46791,46690,45967,44542,43036,42733,40642,37375,,967461
7/24/2008,WEST,34354,32320,30973,30167,29975,31017,32767,34874,37450,39485,41489,43201,44585,45714,46552,46973,47385,47336,46744,45369,44078,43549,41523,37964,,955842
7/25/2008,WEST,34771,32773,31291,30465,30375,31348,33093,35288,37682,39879,41852,43752,45419,46715,47994,48650,49009,48798,48055,46638,45451,45425,43496,40314,,978533
7/26/2008,WEST,37120,34852,33198,32250,31650,31784,32038,33155,35626,38489,41126,43463,44975,46080,46894,47451,48032,48005,47056,45376,43751,43100,41008,38030,,964509
7/27/2008,WEST,34914,32817,31170,30083,29155,28951,28826,29219,31482,34026,36439,38678,40537,42002,43100,43833,44908,45293,45135,43798,42497,42520,40750,37879,,898013
7/28/2008,WEST,35083,33163,31980,31088,31053,32174,34212,36582,39331,41929,44606,47130,49053,50473,51556,52129,52303,52159,51308,49695,48285,47703,45085,41179,,1029260
7/29/2008,WEST,37898,35455,33802,32855,32564,33613,35403,37450,40090,43240,46348,49324,51722,53785,55171,56094,56649,56598,56098,54420,53087,52748,49269,44743,,1098425
7/30/2008,WEST,40946,38366,36723,35545,35194,36058,37974,40052,42824,45742,48395,50818,52811,54124,54867,55197,55242,55046,54376,52764,51341,50656,48202,44374,,1117636
7/31/2008,WEST,40861,38378,36770,35590,35382,36134,38227,40381,42929,45593,48168,50640,52521,53945,54635,54074,53151,53000,52264,50974,49546,49149,46647,42932,,1101891
8/1/2008,WEST,39559,37239,35472,34448,34001,35007,36922,39088,41866,44854,48037,50672,52620,54234,55526,56148,56279,55838,54671,52635,50766,50159,47444,43673,,1107157
8/2/2008,WEST,40007,37347,35373,33857,32932,32798,32910,33623,36112,39012,41533,43491,44986,45929,46070,46396,46747,46635,45868,44124,42304,41558,39492,36647,,965753
8/3/2008,WEST,33862,31717,30153,29126,28616,28324,28310,28683,30830,33438,35895,38123,39933,41437,42824,43963,44880,45491,45132,44059,42985,43164,41370,38507,,890822
8/4/2008,WEST,35896,33828,32710,31781,31733,32855,35019,37462,40189,42432,44394,45964,47185,48196,49185,49978,51300,52254,51632,50494,49435,47382,44353,40929,,1026583
8/5/2008,WEST,37598,35454,33893,32988,32863,33890,36099,38356,40676,42256,44197,45917,47670,49432,50614,51370,52055,52320,51816,50553,49545,49267,46501,42654,,1047985
8/6/2008,WEST,39032,36717,35090,33864,33585,34432,36354,38340,41190,43820,46530,48822,50592,51769,52520,52911,52694,51962,50934,49032,47643,47286,44513,40933,,1060566
8/7/2008,WEST,37657,35182,33621,32588,32289,33151,35054,36875,39448,41897,44225,45991,47223,47947,48629,48950,49012,48549,47492,45572,44171,43942,41470,38153,,999088
8/8/2008,WEST,35139,33079,31891,30919,30544,31475,33180,35111,37517,39628,41477,42614,43343,44168,44802,45076,45175,44679,43444,41562,40257,40292,38171,35295,,928839
8/9/2008,WEST,32615,30623,29289,28371,28152,28359,28674,29408,31456,33373,35063,36336,37116,37821,38416,38821,39301,39515,39076,38058,37283,37362,35671,33420,,823578
8/10/2008,WEST,31138,29286,28172,27248,26808,26705,26837,27050,28581,30667,32101,33363,34317,35166,35681,36175,36551,36854,36573,35952,35628,35996,34615,32547,,774012
8/11/2008,WEST,30369,28986,28267,27926,28242,29269,31411,33336,35760,37808,39511,40503,41353,41936,42284,42599,42841,42861,42319,41086,40453,40585,38265,35245,,883216
8/12/2008,WEST,32600,30790,29773,29078,29121,30271,32391,34285,36573,38389,40052,41282,42345,43332,44059,44398,44726,44549,43822,42463,41952,42172,39817,36784,,915023
8/13/2008,WEST,34100,32103,30691,30052,29968,31070,33289,35126,37081,38767,40667,42151,43569,44656,45367,45608,45549,45116,44067,42668,42401,42300,39865,36721,,932954
8/14/2008,WEST,33923,32175,30985,30253,30097,31286,33462,35245,37468,39216,41141,42588,43801,44730,45223,45400,45234,44789,43886,42439,42201,42008,39584,36636,,933771
8/15/2008,WEST,33881,31926,30489,29792,29781,30794,32733,34664,36843,38861,40459,41803,42823,43582,44053,44247,44243,43838,42798,41264,40390,40128,37887,34961,,912242
8/16/2008,WEST,32036,30167,28966,27988,27744,27864,28346,28900,31056,33333,35236,36627,37637,38536,39176,39757,40199,40490,39967,38924,38156,37907,36090,33524,,828625
8/17/2008,WEST,31268,29361,28199,27162,26780,26565,26855,27014,28809,31096,33195,35246,36969,38423,39491,40510,41612,42307,42270,41337,40833,41023,38875,36200,,831401
8/18/2008,WEST,33806,31946,30632,29937,29831,31063,33507,35417,37905,40592,43070,45372,47088,48506,49653,50430,50943,50927,50042,48287,47250,46458,43080,39278,,995019
8/19/2008,WEST,36094,33802,32158,31294,31023,32179,34582,36629,38930,41197,43632,45872,47803,49389,50765,51357,51695,51324,50250,48357,47290,46538,43282,39427,,1014871
8/20/2008,WEST,36235,33921,32471,31391,31123,32102,34433,36243,38130,40135,42088,43893,45732,47222,48636,49605,50286,50249,49179,47324,46531,45659,42432,38832,,993853
8/21/2008,WEST,35802,33646,32096,31161,31033,32135,34504,36600,38504,40544,42871,45076,46995,48722,49829,50273,50473,50365,49518,48038,48032,47508,44521,41010,,1009256
8/22/2008,WEST,37953,35703,34228,33281,32951,34046,36608,38722,41063,43482,45980,47879,49581,50408,51084,51973,52262,51934,50761,48725,47779,47015,44465,40918,,1048803
8/23/2008,WEST,37463,35011,33280,32111,31443,31399,31973,32762,35119,38219,41074,43794,45853,47434,48552,48997,49269,49278,48361,46517,45486,44353,41566,38436,,977750
8/24/2008,WEST,35416,33143,31508,30244,29461,29159,29215,29355,31396,34082,36794,39259,41393,42934,44008,44827,45378,45153,44291,42989,42529,41910,39533,36544,,900520
8/25/2008,WEST,34079,32434,31180,30801,30843,32113,35024,37147,39025,40834,42514,43931,44930,46018,46512,46818,47177,46552,45414,43679,43635,42828,39768,36375,,959630
8/26/2008,WEST,33631,31794,30605,29818,29872,31134,33774,35623,37242,38816,40374,41490,42367,43257,43941,44339,44656,44347,43693,42710,42927,42299,39648,36469,,924828
8/27/2008,WEST,33786,31942,30831,30225,30276,31557,34501,36609,38048,39448,40858,41870,42478,43125,43435,43400,43634,43294,42896,42104,42366,41868,39274,36143,,923969
8/28/2008,WEST,33496,31710,30840,30297,30264,31591,34664,36749,38381,39494,40377,40789,41218,41670,42329,42740,43400,43617,43267,42823,43715,43390,40806,37768,,925395
8/29/2008,WEST,35027,33264,32085,31455,31315,32380,35110,37177,38959,40911,42618,44121,45590,47044,48176,48613,48855,48571,47433,45406,44573,43496,40670,37382,,980231
8/30/2008,WEST,34351,32074,30558,29405,28921,28895,29485,29914,31822,34278,36621,38689,40285,41661,42681,43764,44531,44803,43986,42627,41829,40774,38194,35352,,885500
8/31/2008,WEST,32705,30591,29310,28390,27736,27536,27683,27852,29685,32247,34628,36960,39006,40621,42038,43061,43951,44259,43531,41632,40724,39535,37259,34682,,855623
9/1/2008,WEST,32019,30298,28927,27768,27526,27541,27775,27654,29167,32023,34704,37400,39585,41556,43234,44832,45997,46535,46211,44935,44871,43486,40532,37047,,881626
9/2/2008,WEST,34157,32278,30966,30396,30189,31494,34690,36857,38924,41393,44089,46887,49512,51866,54088,55297,56214,56250,55050,53020,52488,50635,46662,42416,,1055818
9/3/2008,WEST,39004,36341,34673,33767,33343,34526,37288,39176,40907,42699,44753,46633,48307,49437,50272,50713,50717,50385,48889,47331,47676,45916,42568,38854,,1034173
9/4/2008,WEST,35843,33657,32239,31437,31325,32592,35575,37826,39505,41208,42983,44718,46082,47266,47998,48412,48442,48287,47346,46297,46694,44876,41782,38358,,990745
9/5/2008,WEST,35362,33451,32097,31281,31079,32226,35254,37528,39225,40809,41980,43078,43861,44590,44911,44848,44580,43894,42838,41811,42054,41135,38945,35853,,942690
9/6/2008,WEST,33195,31225,30062,29081,28991,29321,29997,30966,32358,34354,36013,37080,37655,37808,37833,37640,37709,37662,37005,36404,37231,36417,34552,32244,,822803
9/7/2008,WEST,29976,28422,27464,26789,26412,26454,26781,27041,28450,30242,31570,33024,34212,35016,35568,35934,36495,36727,36452,36173,37322,36666,34563,32157,,769909
9/8/2008,WEST,30145,29131,28254,27982,28234,29520,32717,35027,36649,38011,39720,40912,41879,42747,42986,43206,43312,43020,42439,41971,42690,40969,37873,34854,,894247
9/9/2008,WEST,32274,30462,29608,29118,29229,30649,33557,36112,37183,37964,38867,39339,39772,39946,39931,39698,39547,39226,38537,38325,39281,38362,35953,33116,,866054
9/10/2008,WEST,30657,29052,28200,27824,28001,29425,32360,34463,35486,36657,37811,38266,38866,39150,39558,39635,39644,39427,38738,38362,39498,38653,35983,33139,,848857
9/11/2008,WEST,30800,29205,28370,28028,28119,29303,32524,34578,35706,36867,38159,39277,40221,41217,41322,41744,42217,42142,41579,41393,42838,41643,39190,36005,,882447
9/12/2008,WEST,33546,31935,30939,30572,30499,32011,35343,38157,39594,40732,41745,42401,42729,43081,43126,42908,42715,42363,41707,41420,42143,41001,39072,36340,,926077
9/13/2008,WEST,33593,31916,30703,29993,29695,29928,30949,32354,34506,37057,39137,40655,41737,42640,42592,43036,43302,43389,43107,42834,43366,42061,40051,37451,,906053
9/14/2008,WEST,35081,33155,31769,30616,30123,29929,30405,30835,32729,35131,37631,39576,40930,41921,41886,40655,39310,38201,37187,36751,36822,35225,33316,31155,,850338
9/15/2008,WEST,29370,28189,27609,27135,27182,28563,31492,33597,35036,36011,37106,38003,38357,38630,38781,38495,38123,37671,37232,37468,38465,37339,34767,32055,,826677
9/16/2008,WEST,29749,28234,27344,26998,27135,28493,31266,33341,34512,35576,36667,37466,37782,38072,38354,38358,38349,38117,37574,37422,38550,37483,34841,32253,,823937
9/17/2008,WEST,29876,28529,27675,27148,27506,28841,31706,33774,34928,36022,37365,38267,39142,39988,40690,40758,41078,41101,40347,39712,40401,38938,36396,33305,,853491
9/18/2008,WEST,30960,29413,28425,27810,27865,29166,32249,34558,35888,37036,38218,39138,39908,40465,40840,40909,41091,40684,39675,39167,40147,38786,36072,33198,,861668
9/19/2008,WEST,30692,29105,28138,27656,27639,28846,31815,33933,35041,36113,37368,38213,38985,39823,40281,40396,40296,39938,38835,38278,38857,37609,35551,32836,,846246
9/20/2008,WEST,30461,28996,27820,27068,26904,27218,28197,29123,30475,32213,33617,34767,35455,36229,36566,37037,37214,37295,36458,36335,36907,35700,33843,31527,,787426
9/21/2008,WEST,29381,27835,26849,26211,25905,25831,26446,26938,28159,29796,31257,32553,33954,35040,36018,36766,37514,37797,37423,37347,38179,36854,34637,32309,,770997
9/22/2008,WEST,30375,28977,28254,27765,27954,29641,32711,35177,36491,37832,39316,40373,41421,42342,43145,43494,43805,43492,42549,42241,42597,40656,37679,34647,,892933
9/23/2008,WEST,32008,30321,29295,28631,28823,29965,33147,35527,36532,37843,38957,40213,41270,42276,43156,43688,44112,43585,42637,42146,42690,40665,37644,34369,,899501
9/24/2008,WEST,31780,30215,29126,28512,28534,29910,32946,35232,36315,37381,38606,39632,40426,41330,42144,42628,43015,42774,41766,41848,42271,40477,37483,34627,,888979
9/25/2008,WEST,32011,30477,29229,28875,28896,30305,33531,36006,36824,38054,39235,40022,40744,41295,41746,41854,41990,41479,40647,40602,41270,39487,36828,33920,,885328
